LineID,SITE,YEAR,GR50,FL50,TC_EOS,HT_EOS,BIOMASS,Envi
291,BRKG,2016,118,217,119,192,0.99,BRKG_2016
294,BRKG,2016,118,207,120,149,0.7035,BRKG_2016
297,BRKG,2016,120.5,212.5,55.5,143,0.3515,BRKG_2016
298,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
300,BRKG,2016,121,211,87,171,0.993,BRKG_2016
307,BRKG,2016,121,207,138,155.5,0.7595,BRKG_2016
323,BRKG,2016,122,207,85,149,0.587,BRKG_2016
388,BRKG,2016,117,207,35,171,0.659,BRKG_2016
18,BRKG,2016,122,207,105,143,0.846,BRKG_2016
23,BRKG,2016,117,NA,138,207,1.964,BRKG_2016
26,BRKG,2016,123,209,123,131,0.608,BRKG_2016
36,BRKG,2016,121,215,62,174,0.666,BRKG_2016
64,BRKG,2016,117,207,139,152,0.9,BRKG_2016
74,BRKG,2016,120,NA,135,192,1.593,BRKG_2016
76,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
83,BRKG,2016,123,217,92,143,0.7556,BRKG_2016
89,BRKG,2016,122,208,36,140,0.444,BRKG_2016
91,BRKG,2016,122,216,33,165,0.273,BRKG_2016
95,BRKG,2016,119,216,196,165,1.267,BRKG_2016
96,BRKG,2016,120,206,60,125,0.221,BRKG_2016
102,BRKG,2016,121,NA,122,174,1.638,BRKG_2016
103,BRKG,2016,121,211,152,165,1.638,BRKG_2016
105,BRKG,2016,122,218,176,180,1.436,BRKG_2016
106,BRKG,2016,120,208,182,174,1.731,BRKG_2016
107,BRKG,2016,120,211,122,189,0.895,BRKG_2016
108,BRKG,2016,122,207,85,134,0.717,BRKG_2016
110,BRKG,2016,117,208,74,168,0.595,BRKG_2016
111,BRKG,2016,120,206,105,137,0.365,BRKG_2016
112,BRKG,2016,117,208,136,168,1.098,BRKG_2016
113,BRKG,2016,122,211,78,174,0.527,BRKG_2016
114,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
116,BRKG,2016,120,208,114,171,1.102,BRKG_2016
120,BRKG,2016,120,208,87,152,0.537,BRKG_2016
127,BRKG,2016,123,206,63,152,0.652,BRKG_2016
135,BRKG,2016,120,207,45,104,0.322,BRKG_2016
139,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
141,BRKG,2016,123,208,121,143,0.685,BRKG_2016
144,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
146,BRKG,2016,121,211,47,146,0.237,BRKG_2016
147,BRKG,2016,120,207,121,165,1.018,BRKG_2016
148,BRKG,2016,120,207,100,171,0.797,BRKG_2016
150,BRKG,2016,121,205,74,143,0.485,BRKG_2016
152,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
157,BRKG,2016,120,202,87,146,0.786,BRKG_2016
160,BRKG,2016,123,212,124,143,0.846,BRKG_2016
163,BRKG,2016,122,219,57,131,0.374,BRKG_2016
170,BRKG,2016,118,206,116,155,1.028,BRKG_2016
171,BRKG,2016,121,207,155,149,0.917,BRKG_2016
178,BRKG,2016,116,212,98,158,1.053,BRKG_2016
180,BRKG,2016,121,203,63,155,0.863,BRKG_2016
182,BRKG,2016,117.5,210.5,73,181.5,0.7285,BRKG_2016
184,BRKG,2016,118,206,174,158,1.346,BRKG_2016
211,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
213,BRKG,2016,122,199,98,186,0.962,BRKG_2016
214,BRKG,2016,121,NA,49,174,0.561,BRKG_2016
217,BRKG,2016,117,208,143,146,0.972,BRKG_2016
218,BRKG,2016,119.5,216.5,135,184.5,1.286,BRKG_2016
219,BRKG,2016,118,218,28,158,0.349,BRKG_2016
220,BRKG,2016,NA,210,41,140,0.266,BRKG_2016
221,BRKG,2016,123,NA,101,165,1.151,BRKG_2016
226,BRKG,2016,120,211,85,149,0.632,BRKG_2016
229,BRKG,2016,120,210,41,158,0.616,BRKG_2016
230,BRKG,2016,120,206,92.5,158,0.6915,BRKG_2016
232,BRKG,2016,117,208,152,171,1.49,BRKG_2016
235,BRKG,2016,124,207,125,155,1.129,BRKG_2016
238,BRKG,2016,119,219,65,146,0.687,BRKG_2016
240,BRKG,2016,118,203,118,152,1.094,BRKG_2016
256,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
263,BRKG,2016,123,NA,197,177,1.508,BRKG_2016
265,BRKG,2016,120,208,125,143,0.871,BRKG_2016
267,BRKG,2016,122,210,75,168,0.78,BRKG_2016
268,BRKG,2016,124,206,10,104,NA,BRKG_2016
285,BRKG,2016,121,NA,172.5,183,1.479,BRKG_2016
302,BRKG,2016,120,207,130,140,0.897,BRKG_2016
303,BRKG,2016,121,218,123,183,1.703,BRKG_2016
304,BRKG,2016,118,206,103,158,0.972,BRKG_2016
305,BRKG,2016,121,207,102,152,0.993,BRKG_2016
306,BRKG,2016,123,207,101,174,1.165,BRKG_2016
308,BRKG,2016,121,207,151,165,1.202,BRKG_2016
311,BRKG,2016,118,210,85,158,NA,BRKG_2016
313,BRKG,2016,121,207,133,161.5,1.0665,BRKG_2016
314,BRKG,2016,121,208,93,140,0.774,BRKG_2016
315,BRKG,2016,120,206,91,177,0.634,BRKG_2016
316,BRKG,2016,120,208,147,143,1.181,BRKG_2016
318,BRKG,2016,118,207,167,174,1.128,BRKG_2016
319,BRKG,2016,121,206,97,162,0.921,BRKG_2016
1,BRKG,2016,121,208,159,140,0.95,BRKG_2016
3,BRKG,2016,120,208,96,137,0.546,BRKG_2016
9,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
10,BRKG,2016,121,207,34,125,0.162,BRKG_2016
15,BRKG,2016,120,217,155,171,1.418,BRKG_2016
20,BRKG,2016,119.5,206.5,59.5,161.5,0.997,BRKG_2016
22,BRKG,2016,118,208,122,137,0.556,BRKG_2016
29,BRKG,2016,119,208,92,155,0.698,BRKG_2016
30,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
37,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
41,BRKG,2016,117,207,177,152,0.987,BRKG_2016
42,BRKG,2016,116,207,189,165,1.353,BRKG_2016
43,BRKG,2016,122,203,83,162,0.761,BRKG_2016
44,BRKG,2016,120,211,233,165,1.733,BRKG_2016
45,BRKG,2016,120,204,71,149,0.427,BRKG_2016
47,BRKG,2016,118,211,63,149,0.465,BRKG_2016
50,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
55,BRKG,2016,121,207,163,152,0.556,BRKG_2016
59,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
63,BRKG,2016,123,207,96,146,0.613,BRKG_2016
65,BRKG,2016,116,207,81,149,0.5,BRKG_2016
66,BRKG,2016,118,NA,135,213,1.437,BRKG_2016
67,BRKG,2016,117,211,172,162,1.44,BRKG_2016
69,BRKG,2016,120.5,216.5,76.5,161.5,0.871,BRKG_2016
71,BRKG,2016,119,NA,107,168,1.306,BRKG_2016
73,BRKG,2016,121,207,71.5,158.5,0.639,BRKG_2016
75,BRKG,2016,123,NA,84,168,1.144,BRKG_2016
78,BRKG,2016,124,208,83,168,0.82,BRKG_2016
80,BRKG,2016,115,211,112,149,0.775,BRKG_2016
86,BRKG,2016,119,216,59,152,0.56,BRKG_2016
90,BRKG,2016,120,218,110,158,0.673,BRKG_2016
97,BRKG,2016,120.5,207,45,160,0.351,BRKG_2016
117,BRKG,2016,122,211,122,158,0.922,BRKG_2016
118,BRKG,2016,116,208,97,158,0.715,BRKG_2016
122,BRKG,2016,NA,210,35.5,132.5,0.3185,BRKG_2016
126,BRKG,2016,123,205,133,140,0.73,BRKG_2016
130,BRKG,2016,116,208,126,174,1.136,BRKG_2016
132,BRKG,2016,120,210,83,177,0.707,BRKG_2016
143,BRKG,2016,118,NA,95,192,1.106,BRKG_2016
151,BRKG,2016,119,210,72,152,0.549,BRKG_2016
155,BRKG,2016,120,210,122,183,1.557,BRKG_2016
158,BRKG,2016,122,208,165,134,1.104,BRKG_2016
167,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
172,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
173,BRKG,2016,117,206,82,134,0.476,BRKG_2016
179,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
185,BRKG,2016,121,207,103,140,0.561,BRKG_2016
189,BRKG,2016,122,211,117,183,1.509,BRKG_2016
203,BRKG,2016,117,207,96,143,0.881,BRKG_2016
206,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
224,BRKG,2016,117,211,97,189,1.03,BRKG_2016
225,BRKG,2016,123,205,108,171,1.218,BRKG_2016
239,BRKG,2016,122,NA,62,165,0.539,BRKG_2016
244,BRKG,2016,120.5,207,59.5,186,0.749,BRKG_2016
246,BRKG,2016,118,206.5,98,157,0.8025,BRKG_2016
248,BRKG,2016,122,NA,96,174,1.523,BRKG_2016
258,BRKG,2016,122,207,217,143,1.149,BRKG_2016
259,BRKG,2016,119,207,229,162,1.324,BRKG_2016
261,BRKG,2016,122,207,71,168,0.781,BRKG_2016
262,BRKG,2016,115,211,88,162,0.556,BRKG_2016
270,BRKG,2016,123,207,108,177,0.962,BRKG_2016
271,BRKG,2016,117,217,233,155,1.839,BRKG_2016
273,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
274,BRKG,2016,125,NA,113,168,0.126,BRKG_2016
275,BRKG,2016,124,208,124,131,0.924,BRKG_2016
281,BRKG,2016,116,206,104,125,0.663,BRKG_2016
282,BRKG,2016,118,208,82,149,0.811,BRKG_2016
283,BRKG,2016,120,208,97,152,0.989,BRKG_2016
286,BRKG,2016,121,205,96,162,0.703,BRKG_2016
288,BRKG,2016,122,210,62,171,0.827,BRKG_2016
289,BRKG,2016,116,210,89,195,0.673,BRKG_2016
290,BRKG,2016,122,206,38,134,0.226,BRKG_2016
292,BRKG,2016,118,206,129,165,1.255,BRKG_2016
293,BRKG,2016,119.5,207,99,147.5,0.7265,BRKG_2016
299,BRKG,2016,121,211,109,168,0.978,BRKG_2016
322,BRKG,2016,118,NA,127,171,1.046,BRKG_2016
326,BRKG,2016,116,NA,81,165,0.642,BRKG_2016
327,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
330,BRKG,2016,120,207,150,162,1.063,BRKG_2016
332,BRKG,2016,121,208,158,137,0.481,BRKG_2016
337,BRKG,2016,119,207,33,110,0.311,BRKG_2016
338,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
341,BRKG,2016,119,206,73,131,0.4,BRKG_2016
344,BRKG,2016,125,NA,29,125,0.111,BRKG_2016
352,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
354,BRKG,2016,121,211,99,174,0.67,BRKG_2016
364,BRKG,2016,122,208,88,165,1.079,BRKG_2016
365,BRKG,2016,121,206.5,152,155.5,1.069,BRKG_2016
373,BRKG,2016,121,208,172,158,1.171,BRKG_2016
382,BRKG,2016,117,211,117,183,1.274,BRKG_2016
2,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
4,BRKG,2016,118.5,NA,150,167.5,1.2305,BRKG_2016
5,BRKG,2016,120,208,42,140,0.328,BRKG_2016
7,BRKG,2016,121,208,102,137,0.598,BRKG_2016
8,BRKG,2016,121,215,123,143,0.778,BRKG_2016
11,BRKG,2016,122,211,120,146,1.052,BRKG_2016
12,BRKG,2016,121,203,103,146,0.745,BRKG_2016
13,BRKG,2016,120,NA,93,162,1.053,BRKG_2016
14,BRKG,2016,120,206,68,116,0.356,BRKG_2016
16,BRKG,2016,124,211,79,189,0.532,BRKG_2016
19,BRKG,2016,121,206,120,149,0.863,BRKG_2016
27,BRKG,2016,122,217,44,152,0.525,BRKG_2016
28,BRKG,2016,119,209,140,168,1.219,BRKG_2016
31,BRKG,2016,121,207,83,143,0.599,BRKG_2016
32,BRKG,2016,121,210,135,183,1.624,BRKG_2016
34,BRKG,2016,122,207,138,152,1.15,BRKG_2016
35,BRKG,2016,121,214,140.5,181.5,1.215,BRKG_2016
38,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
39,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
46,BRKG,2016,120,205,122,168,0.699,BRKG_2016
48,BRKG,2016,123,207,119,152,0.707,BRKG_2016
52,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
54,BRKG,2016,120,218,91,149,0.725,BRKG_2016
57,BRKG,2016,122,205,87,119,0.454,BRKG_2016
58,BRKG,2016,121,208,63,146,0.326,BRKG_2016
62,BRKG,2016,121,207,52,140,0.521,BRKG_2016
70,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
72,BRKG,2016,121,207,123,152,0.813,BRKG_2016
79,BRKG,2016,120,210,90,171,1.022,BRKG_2016
81,BRKG,2016,123,207,65,137,0.373,BRKG_2016
84,BRKG,2016,120,207,95,122,0.648,BRKG_2016
85,BRKG,2016,118,207,121,143,1.076,BRKG_2016
87,BRKG,2016,122,207,92,146,0.496,BRKG_2016
88,BRKG,2016,123,210,212,168,1.611,BRKG_2016
93,BRKG,2016,122,208,126,174,1.223,BRKG_2016
94,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
115,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
128,BRKG,2016,120.5,207,47,143,0.4775,BRKG_2016
131,BRKG,2016,122,206,182,152,1.426,BRKG_2016
137,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
159,BRKG,2016,120,208,126,168,1.158,BRKG_2016
164,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
194,BRKG,2016,121,217,216,174,1.768,BRKG_2016
201,BRKG,2016,124,206,119,155,1.042,BRKG_2016
202,BRKG,2016,120,206,22,137,0.167,BRKG_2016
204,BRKG,2016,122,204,151,140,0.685,BRKG_2016
205,BRKG,2016,121,NA,74,134,0.216,BRKG_2016
207,BRKG,2016,121,206,77,143,0.481,BRKG_2016
208,BRKG,2016,120,213,70,146,0.4365,BRKG_2016
209,BRKG,2016,121.5,207.5,100.5,141.5,0.7825,BRKG_2016
210,BRKG,2016,120,217,152,180,1.529,BRKG_2016
212,BRKG,2016,123,205,11,180,1.305,BRKG_2016
215,BRKG,2016,118,NA,93,171,0.715,BRKG_2016
222,BRKG,2016,120,NA,62,168,0.381,BRKG_2016
227,BRKG,2016,122,207,171,140,1.07,BRKG_2016
228,BRKG,2016,121,206,146,158,1.319,BRKG_2016
231,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
234,BRKG,2016,120,217,122,183,1.134,BRKG_2016
236,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
237,BRKG,2016,120,212,112,171,1.053,BRKG_2016
241,BRKG,2016,118,NA,70,186,0.745,BRKG_2016
242,BRKG,2016,121,208,88.5,149,0.566,BRKG_2016
243,BRKG,2016,121,207,92,137,1.214,BRKG_2016
245,BRKG,2016,120.5,209.5,115,167.5,0.8675,BRKG_2016
247,BRKG,2016,117,NA,168,174,1.722,BRKG_2016
249,BRKG,2016,117.5,207,124.5,158.5,0.975,BRKG_2016
250,BRKG,2016,118,210,157,183,1.4,BRKG_2016
251,BRKG,2016,116,NA,162,180,1.736,BRKG_2016
252,BRKG,2016,121,217,128,162,1.148,BRKG_2016
253,BRKG,2016,121,210,125,180,1.214,BRKG_2016
255,BRKG,2016,124,206,22,128,0.136,BRKG_2016
260,BRKG,2016,124,208,77,143,0.555,BRKG_2016
266,BRKG,2016,120,207,112,171,1.169,BRKG_2016
269,BRKG,2016,119,207,78,131,0.542,BRKG_2016
272,BRKG,2016,121,210,136,158,1.045,BRKG_2016
276,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
277,BRKG,2016,116,213,291,158,NA,BRKG_2016
278,BRKG,2016,117,203,163,162,1.456,BRKG_2016
279,BRKG,2016,122,207,44.5,141.5,0.371,BRKG_2016
280,BRKG,2016,122,NA,66,149,0.699,BRKG_2016
284,BRKG,2016,122,207,94,168,0.86,BRKG_2016
287,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
443,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
445,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
446,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
453,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
455,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
456,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
457,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
461,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
462,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
465,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
468,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
472,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
480,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
483,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
484,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
485,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
488,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
489,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
492,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
495,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
501,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
506,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
508,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
514,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
516,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
521,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
532,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
534,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
537,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
540,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
545,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
552,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
561,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
565,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
578,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
581,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
585,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
592,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
594,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
600,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
605,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
629,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
641,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
648,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
663,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
669,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
716,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
718,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
720,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
724,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
725,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
733,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
753,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
755,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
757,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
761,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
762,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
772,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
774,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
775,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
776,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
779,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
780,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
786,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
788,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
789,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
790,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
795,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
802,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
803,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
804,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
806,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
809,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
810,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
811,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
813,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
815,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
821,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
824,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
324,BRKG,2016,119,206,109,177,1.077,BRKG_2016
175,BRKG,2016,122,NA,208,195,2.48,BRKG_2016
380,BRKG,2016,120,216,129,152,0.919,BRKG_2016
161,BRKG,2016,116,212,139,165,1.001,BRKG_2016
296,BRKG,2016,120,210,139,171,1.624,BRKG_2016
359,BRKG,2016,120,212,105,162,0.619,BRKG_2016
376,BRKG,2016,121,207,116,158,1.166,BRKG_2016
389,BRKG,2016,120,211,218,177,2.003,BRKG_2016
346,BRKG,2016,118,207,123,149,0.981,BRKG_2016
193,BRKG,2016,122,NA,58,174,0.8445,BRKG_2016
375,BRKG,2016,124,208,28,152,0.4,BRKG_2016
392,BRKG,2016,116.5,206.5,90.5,158.5,0.7315,BRKG_2016
200,BRKG,2016,120,208,134,174,1.128,BRKG_2016
156,BRKG,2016,121,204,127,149,0.805,BRKG_2016
396,BRKG,2016,121,206,135,152,1.133,BRKG_2016
257,BRKG,2016,120,NA,157,165,1.461,BRKG_2016
145,BRKG,2016,120,207,76,162,0.511,BRKG_2016
301,BRKG,2016,120,207,143,146,1.088,BRKG_2016
165,BRKG,2016,120,210,76,158,0.662,BRKG_2016
345,BRKG,2016,122,207,59,129.5,0.3155,BRKG_2016
61,BRKG,2016,121,NA,90.5,207,1.056,BRKG_2016
333,BRKG,2016,122,217,54,168,0.683,BRKG_2016
391,BRKG,2016,119,208,75.5,149,0.631,BRKG_2016
334,BRKG,2016,118,217,144,171,1.645,BRKG_2016
68,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
399,BRKG,2016,116,204,204,162,1.46,BRKG_2016
317,BRKG,2016,117,208.5,126.5,156.5,0.7695,BRKG_2016
398,BRKG,2016,118,206,116,162,0.938,BRKG_2016
350,BRKG,2016,117,217,127,165,0.823,BRKG_2016
17,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
181,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
192,BRKG,2016,118,217,102,152,0.843,BRKG_2016
335,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
368,BRKG,2016,123,207,67,152,0.452,BRKG_2016
125,BRKG,2016,120,NA,89,152,0.511,BRKG_2016
394,BRKG,2016,121,205,28,125,0.161,BRKG_2016
336,BRKG,2016,120,NA,119,149,0.699,BRKG_2016
379,BRKG,2016,122,NA,136,189,1.102,BRKG_2016
233,BRKG,2016,121,215,105,155,0.654,BRKG_2016
33,BRKG,2016,118.5,207,94,140,0.6005,BRKG_2016
362,BRKG,2016,120,NA,178,186,1.545,BRKG_2016
49,BRKG,2016,118,207,104,174,0.881,BRKG_2016
390,BRKG,2016,117,NA,109,186,1.291,BRKG_2016
191,BRKG,2016,119,203.5,129,170.5,0.891,BRKG_2016
340,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
199,BRKG,2016,121,211,132,168,1.494,BRKG_2016
371,BRKG,2016,121,211.5,69.5,141.5,0.3905,BRKG_2016
56,BRKG,2016,120,NA,146,140,0.978,BRKG_2016
310,BRKG,2016,120.5,217,110,141.5,0.8375,BRKG_2016
123,BRKG,2016,120,201,167,149,1.309,BRKG_2016
264,BRKG,2016,118,207.5,86,193.5,0.862,BRKG_2016
372,BRKG,2016,120,208,159,155,1.176,BRKG_2016
53,BRKG,2016,116,206,108,152,0.833,BRKG_2016
177,BRKG,2016,122,216,175,168,1.561,BRKG_2016
136,BRKG,2016,123,186,5,122,NA,BRKG_2016
367,BRKG,2016,120,207,154,149,1.383,BRKG_2016
21,BRKG,2016,120,208,126,155,1.092,BRKG_2016
312,BRKG,2016,120,217,84,146,0.55,BRKG_2016
361,BRKG,2016,121,206,88,146,0.6,BRKG_2016
393,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
320,BRKG,2016,121.5,208.5,78,163,0.684,BRKG_2016
363,BRKG,2016,120,210,82,162,0.59,BRKG_2016
360,BRKG,2016,124,206,140,162,1.209,BRKG_2016
104,BRKG,2016,115,207,81,143,0.872,BRKG_2016
100,BRKG,2016,120,NA,108,168,0.957,BRKG_2016
98,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
101,BRKG,2016,123,NA,116,162,0.79,BRKG_2016
99,BRKG,2016,117,210,115,146,0.641,BRKG_2016
406,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
408,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
409,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
410,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
411,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
412,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
414,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
420,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
422,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
423,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
424,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
426,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
428,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
431,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
432,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
433,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
436,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
438,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
439,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
442,BRKG,2016,NA,NA,NA,NA,NA,BRKG_2016
291,CLMB,2016,NA,NA,NA,NA,NA,CLMB_2016
294,CLMB,2016,112,181,108,150,0.532664119,CLMB_2016
297,CLMB,2016,127,207,26,134,0.04746893,CLMB_2016
298,CLMB,2016,115,193,84,116,0.179447361,CLMB_2016
300,CLMB,2016,NA,NA,NA,NA,NA,CLMB_2016
307,CLMB,2016,111,200,165,170,0.624324029,CLMB_2016
323,CLMB,2016,116,190,107,153,0.222021347,CLMB_2016
388,CLMB,2016,112,187,86,161,0.326992442,CLMB_2016
18,CLMB,2016,NA,NA,NA,NA,NA,CLMB_2016
23,CLMB,2016,120,211,132,176,0.595281047,CLMB_2016
26,CLMB,2016,109,200,117,166,0.654550481,CLMB_2016
36,CLMB,2016,112,207,91,157,0.37648136,CLMB_2016
64,CLMB,2016,NA,NA,NA,NA,NA,CLMB_2016
74,CLMB,2016,111,207,106,191,0.586180431,CLMB_2016
76,CLMB,2016,122,200,83,127,0.214393094,CLMB_2016
83,CLMB,2016,111,204,91,157,0.279715067,CLMB_2016
89,CLMB,2016,112,181,123,162,0.189475139,CLMB_2016
91,CLMB,2016,119,221,84,162,0.347232497,CLMB_2016
